model,group,game_file,turn,actor_role,actor_player,posterior_marginal,posterior_joint,n_cand_marginal,n_cand_joint,n_constrained_others,actual_fail,parse_ok
GPT54_Mini,llm_vs_outer,game_33.json,25,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_33.json,28,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_33.json,32,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_33.json,38,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_33.json,42,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_33.json,57,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_34.json,1,rule,1,0,0,5,5,4,False,
GPT54_Mini,llm_vs_outer,game_34.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_34.json,7,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_34.json,20,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_34.json,36,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_34.json,38,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer,game_34.json,42,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_34.json,58,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_35.json,4,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_35.json,7,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_35.json,14,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_35.json,30,llm,0,0.692307692308,0.729468599034,17,17,4,True,True
GPT54_Mini,llm_vs_outer,game_35.json,38,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_35.json,40,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_35.json,47,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_35.json,58,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_36.json,2,llm,0,0.666666666667,0.666666666667,20,20,4,True,True
GPT54_Mini,llm_vs_outer,game_36.json,16,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_36.json,23,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_36.json,28,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_36.json,40,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_36.json,44,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_37.json,3,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_37.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_37.json,7,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_37.json,9,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_37.json,10,llm,0,0.733333333333,0.733333333333,20,20,4,False,True
GPT54_Mini,llm_vs_outer,game_37.json,12,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_37.json,18,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_37.json,37,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_37.json,40,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_37.json,42,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer,game_37.json,48,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_37.json,51,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_37.json,58,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_38.json,3,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_38.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_38.json,7,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_38.json,13,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_38.json,15,rule,1,0,0,1,1,3,False,
GPT54_Mini,llm_vs_outer,game_38.json,26,llm,0,0.64,0.658695652174,16,16,4,True,True
GPT54_Mini,llm_vs_outer,game_38.json,38,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_38.json,52,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_39.json,1,rule,1,0,0,5,5,4,False,
GPT54_Mini,llm_vs_outer,game_39.json,7,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_39.json,10,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_39.json,22,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_39.json,25,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_39.json,28,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_39.json,30,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_39.json,44,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_39.json,46,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_4.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_4.json,7,rule,1,0,0,1,1,3,False,
GPT54_Mini,llm_vs_outer,game_4.json,11,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_4.json,14,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_4.json,16,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_4.json,22,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_4.json,26,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_4.json,28,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer,game_4.json,42,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_4.json,59,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_40.json,3,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_40.json,7,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_40.json,10,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_40.json,16,llm,0,1,1,1,1,4,True,True
GPT54_Mini,llm_vs_outer,game_40.json,20,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_40.json,26,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer,game_40.json,30,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_40.json,39,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_40.json,46,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_40.json,51,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_41.json,2,llm,0,0.722222222222,0.722222222222,20,20,4,True,True
GPT54_Mini,llm_vs_outer,game_41.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_41.json,10,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_41.json,16,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_41.json,20,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_41.json,25,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_41.json,48,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_41.json,50,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer,game_41.json,52,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_42.json,8,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_42.json,24,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_42.json,34,llm,0,0.833333333333,0.833333333333,13,13,4,True,True
GPT54_Mini,llm_vs_outer,game_42.json,48,llm,0,0.333333333333,0.308641975309,5,5,4,True,True
GPT54_Mini,llm_vs_outer,game_42.json,52,llm,0,0.818181818182,0.818181818182,9,9,4,True,True
GPT54_Mini,llm_vs_outer,game_43.json,6,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_43.json,18,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_43.json,23,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_43.json,26,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_43.json,38,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_43.json,40,llm,0,0.714285714286,0.738461538462,11,11,4,True,True
GPT54_Mini,llm_vs_outer,game_43.json,50,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_44.json,3,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_44.json,6,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_44.json,9,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_44.json,24,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_44.json,30,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_44.json,36,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_44.json,44,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_45.json,3,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_45.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_45.json,7,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_45.json,15,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_45.json,18,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_45.json,30,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_45.json,46,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_45.json,47,rule,1,0,0,1,1,2,False,
GPT54_Mini,llm_vs_outer,game_45.json,48,llm,0,0.809523809524,0.836134453782,17,16,4,False,True
GPT54_Mini,llm_vs_outer,game_46.json,1,rule,1,0,0,5,5,4,False,
GPT54_Mini,llm_vs_outer,game_46.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_46.json,9,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_46.json,13,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_46.json,18,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_46.json,23,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_46.json,28,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_46.json,32,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_46.json,58,llm,0,0.8,0.814814814815,9,9,4,False,True
GPT54_Mini,llm_vs_outer,game_47.json,1,rule,1,0,0,5,5,4,False,
GPT54_Mini,llm_vs_outer,game_47.json,8,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_47.json,14,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_47.json,16,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_47.json,20,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_47.json,26,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_47.json,28,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_47.json,38,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_47.json,46,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_47.json,54,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_47.json,58,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_48.json,1,rule,1,0,0,5,5,4,False,
GPT54_Mini,llm_vs_outer,game_48.json,3,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_48.json,7,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_48.json,11,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_48.json,12,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_48.json,17,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_48.json,18,llm,0,0.677419354839,0.68275862069,19,19,4,False,True
GPT54_Mini,llm_vs_outer,game_48.json,22,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_48.json,28,llm,0,0.555555555556,0.714285714286,5,4,4,True,True
GPT54_Mini,llm_vs_outer,game_48.json,36,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_48.json,44,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_48.json,48,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer,game_48.json,52,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_48.json,54,llm,0,0.8,0.838383838384,14,12,4,True,True
GPT54_Mini,llm_vs_outer,game_49.json,1,rule,1,0,0,5,5,4,False,
GPT54_Mini,llm_vs_outer,game_49.json,3,rule,1,0,0,4,4,4,False,
GPT54_Mini,llm_vs_outer,game_49.json,7,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_49.json,14,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_49.json,22,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_49.json,24,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer,game_49.json,28,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_49.json,44,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_49.json,54,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_49.json,56,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer,game_5.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_5.json,7,rule,1,0,0,1,1,3,False,
GPT54_Mini,llm_vs_outer,game_5.json,9,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_5.json,11,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_5.json,54,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_50.json,1,rule,1,0,0,5,5,4,False,
GPT54_Mini,llm_vs_outer,game_50.json,11,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_50.json,15,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_50.json,16,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_50.json,18,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_50.json,21,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_50.json,24,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_50.json,28,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_50.json,30,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_50.json,36,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_50.json,38,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_50.json,46,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_50.json,48,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_50.json,56,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_50.json,58,llm,0,0.6,0.6,4,4,4,True,True
GPT54_Mini,llm_vs_outer,game_6.json,1,rule,1,0,0,5,5,4,False,
GPT54_Mini,llm_vs_outer,game_6.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_6.json,9,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_6.json,12,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_6.json,16,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_6.json,22,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_6.json,30,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_6.json,34,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_6.json,52,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_7.json,1,rule,1,0,0,5,5,4,False,
GPT54_Mini,llm_vs_outer,game_7.json,3,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_7.json,7,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_7.json,9,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_7.json,11,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_7.json,16,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_7.json,22,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_7.json,28,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_7.json,42,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_7.json,44,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer,game_7.json,50,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_7.json,56,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_8.json,6,llm,0,0.694444444444,0.694444444444,20,20,4,True,True
GPT54_Mini,llm_vs_outer,game_8.json,16,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_8.json,17,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_8.json,18,llm,0,0,0,4,4,3,False,True
GPT54_Mini,llm_vs_outer,game_8.json,19,rule,1,0,0,1,1,3,False,
GPT54_Mini,llm_vs_outer,game_8.json,22,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_8.json,32,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_8.json,34,llm,0,0,0,2,2,4,False,True
GPT54_Mini,llm_vs_outer,game_8.json,38,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_8.json,46,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_8.json,50,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_8.json,51,rule,1,0,0,2,2,2,False,
GPT54_Mini,llm_vs_outer,game_9.json,3,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_9.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer,game_9.json,40,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_9.json,42,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_9.json,44,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer,game_9.json,46,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_1.json,1,rule,1,0,0,5,5,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_1.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_1.json,8,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_1.json,32,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_1.json,38,llm,0,0.727272727273,0.733333333333,15,15,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_1.json,51,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_1.json,56,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_1.json,59,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_10.json,24,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_10.json,30,llm,0,0,0,4,4,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_11.json,3,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_11.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_11.json,18,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_11.json,28,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_11.json,34,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_11.json,39,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_11.json,58,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_12.json,3,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_12.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_12.json,9,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_12.json,38,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_12.json,52,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_12.json,55,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_13.json,2,llm,0,0,0,5,5,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_13.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_13.json,7,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_13.json,8,llm,0,0.2,0.2,4,4,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_13.json,10,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_13.json,13,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_13.json,14,llm,0,0.882352941176,0.882352941176,10,10,4,True,True
GPT54_Mini,llm_vs_outer_cot_medium,game_13.json,18,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,1,rule,1,0,0,5,5,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,8,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,11,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,18,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,20,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,23,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,24,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,31,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,34,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,36,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,40,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,50,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,52,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_14.json,58,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_15.json,20,llm,0,0,0,5,5,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_15.json,22,llm,0,0,0,3,3,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_15.json,28,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_15.json,38,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_16.json,1,rule,1,0,0,5,5,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_16.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_16.json,10,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_16.json,14,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_16.json,19,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_16.json,22,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_16.json,28,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_16.json,48,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_17.json,1,rule,1,0,0,5,5,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_17.json,6,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_17.json,10,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_17.json,16,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_18.json,20,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_18.json,23,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_18.json,26,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_18.json,31,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_18.json,40,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_18.json,45,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_18.json,52,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_18.json,54,llm,0,0,0,1,1,3,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_19.json,3,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_19.json,5,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_19.json,7,rule,1,0,0,1,1,4,False,
GPT54_Mini,llm_vs_outer_cot_medium,game_19.json,10,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_19.json,16,llm,0,1,1,3,3,4,True,True
GPT54_Mini,llm_vs_outer_cot_medium,game_19.json,24,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_19.json,28,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_19.json,32,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_19.json,50,llm,0,0,0,1,1,4,False,True
GPT54_Mini,llm_vs_outer_cot_medium,game_2.json,1,rule,1,0,0,5,5,4,False,
